frame,DetObj#,x,y,z,v,snr,noise
14,0,0.6557937264442444,1.4750508069992065,0.0,0.0,194,767
14,1,0.0,3.0103795528411865,0.0,0.0,182,756
14,2,-0.21541665494441986,3.4399282932281494,0.0,0.0,157,827
14,3,-0.33539554476737976,3.561796188354492,0.0,0.0,192,780
14,4,-1.542001485824585,3.468362808227539,0.0,0.0,162,712
14,5,-1.4070252180099487,5.449385166168213,0.0,0.0,188,633
14,6,-1.1861549615859985,6.213963031768799,0.0,0.0,156,639
14,7,0.09543775767087936,0.4257204234600067,0.0,-0.4869302809238434,322,544
15,0,0.6557937264442444,1.4750508069992065,0.0,0.0,195,769
15,1,0.0,3.0103795528411865,0.0,0.0,176,758
15,2,0.5808069109916687,3.042699098587036,0.0,0.0,195,714
15,3,-0.22359703481197357,3.5705583095550537,0.0,0.0,200,780
15,4,-1.542001485824585,3.468362808227539,0.0,0.0,161,714
15,5,-1.221603274345398,5.449221611022949,0.0,0.0,175,643
15,6,-1.4070252180099487,5.449385166168213,0.0,0.0,182,636
15,7,-0.5126370787620544,8.186158180236816,0.0,0.0,157,544
15,8,0.04908227548003197,0.3895784914493561,0.0,-0.36519771814346313,285,607
16,0,0.6557937264442444,1.4750508069992065,0.0,0.0,193,765
16,1,0.0,3.0103795528411865,0.0,0.0,177,762
16,2,-0.21541665494441986,3.4399282932281494,0.0,0.0,160,819
16,3,-0.33539554476737976,3.561796188354492,0.0,0.0,172,786
16,4,-1.542001485824585,3.468362808227539,0.0,0.0,156,720
16,5,-1.4070252180099487,5.449385166168213,0.0,0.0,186,631
16,6,-1.1861549615859985,6.213963031768799,0.0,0.0,161,637
16,7,0.05453586205840111,0.3447425663471222,0.0,-0.4869302809238434,280,588
16,8,-0.04362868890166283,0.34629198908805847,0.0,-0.2434651404619217,211,669
17,0,0.6557937264442444,1.4750508069992065,0.0,0.0,202,765
17,1,0.0,3.0103795528411865,0.0,0.0,180,755
17,2,-0.33539554476737976,3.561796188354492,0.0,0.0,181,789
17,3,-1.542001485824585,3.468362808227539,0.0,0.0,160,718
17,4,-1.3961180448532104,5.40714168548584,0.0,0.0,178,628
17,5,-1.4070252180099487,5.449385166168213,0.0,0.0,181,625
17,6,-1.1861549615859985,6.213963031768799,0.0,0.0,182,610
17,7,0.019087551161646843,0.3048037588596344,0.0,-0.36519771814346313,325,615
18,0,0.6557937264442444,1.4750508069992065,0.0,0.0,191,766
18,1,0.0,3.0103795528411865,0.0,0.0,183,756
18,2,-0.33539554476737976,3.561796188354492,0.0,0.0,200,771
18,3,0.5794435143470764,3.6628899574279785,0.0,0.0,161,718
18,4,-1.542001485824585,3.468362808227539,0.0,0.0,178,702
18,5,-1.3961180448532104,5.40714168548584,0.0,0.0,165,597
18,6,-1.1861549615859985,6.213963031768799,0.0,0.0,152,597
18,7,-0.8125843405723572,6.449687957763672,0.0,0.0,159,574
18,8,-0.6871518492698669,7.297338485717773,0.0,0.0,161,566
19,0,0.6557937264442444,1.4750508069992065,0.0,0.0,195,768
19,1,0.0,3.0103795528411865,0.0,0.0,184,756
19,2,-0.3231249749660492,3.4314866065979004,0.0,0.0,151,830
19,3,-0.33539554476737976,3.561796188354492,0.0,0.0,216,770
19,4,-1.542001485824585,3.468362808227539,0.0,0.0,190,706
19,5,0.2563185393810272,8.198187828063965,0.0,0.0,236,539
20,0,0.6557937264442444,1.4750508069992065,0.0,0.0,192,766
20,1,0.0,3.0103795528411865,0.0,0.0,186,754
20,2,-0.3231249749660492,3.4314866065979004,0.0,0.0,159,829
20,3,-0.22359703481197357,3.5705583095550537,0.0,0.0,215,770
20,4,0.6953322291374207,3.6426680088043213,0.0,0.0,159,714
20,5,-1.542001485824585,3.468362808227539,0.0,0.0,193,702
20,6,-0.6871518492698669,7.297338485717773,0.0,0.0,163,594
20,7,0.2563185393810272,8.198187828063965,0.0,0.0,223,554
21,0,0.6557937264442444,1.4750508069992065,0.0,0.0,198,765
21,1,0.0,3.0103795528411865,0.0,0.0,175,760
21,2,0.5808069109916687,3.042699098587036,0.0,0.0,194,718
21,3,-0.21541665494441986,3.4399282932281494,0.0,0.0,164,817
21,4,-0.33539554476737976,3.561796188354492,0.0,0.0,210,763
21,5,0.5794435143470764,3.6628899574279785,0.0,0.0,167,708
21,6,-1.542001485824585,3.468362808227539,0.0,0.0,181,700
21,7,-1.221603274345398,5.449221611022949,0.0,0.0,169,603
21,8,0.0,8.202193260192871,0.0,0.0,222,547
22,0,0.6557937264442444,1.4750508069992065,0.0,0.0,195,765
22,1,0.0,3.0103795528411865,0.0,0.0,181,754
22,2,-0.21541665494441986,3.4399282932281494,0.0,0.0,155,827
22,3,-0.22359703481197357,3.5705583095550537,0.0,0.0,193,773
22,4,0.5794435143470764,3.6628899574279785,0.0,0.0,163,717
22,5,-1.542001485824585,3.468362808227539,0.0,0.0,174,709
22,6,0.47446200251579285,3.765925407409668,0.0,0.0,174,709
22,7,-1.3961180448532104,5.40714168548584,0.0,0.0,154,625
22,8,-1.1861549615859985,6.213963031768799,0.0,0.0,162,625
22,9,-0.6135284304618835,6.515480995178223,0.0,0.0,154,621
22,10,0.2563185393810272,8.198187828063965,0.0,0.0,233,551
23,0,0.6557937264442444,1.4750508069992065,0.0,0.0,198,761
23,1,0.0,3.0103795528411865,0.0,0.0,184,751
23,2,-0.22359703481197357,3.5705583095550537,0.0,0.0,195,780
23,3,-1.542001485824585,3.468362808227539,0.0,0.0,174,705
23,4,0.47446200251579285,3.765925407409668,0.0,0.0,174,705
23,5,-1.3961180448532104,5.40714168548584,0.0,0.0,175,635
23,6,-1.1861549615859985,6.213963031768799,0.0,0.0,151,635
23,7,0.25359174609184265,8.11097240447998,0.0,0.0,160,576
23,8,0.2563185393810272,8.198187828063965,0.0,0.0,219,557
23,9,-0.027267931029200554,0.21643248200416565,0.0,-0.36519771814346313,214,517
24,0,0.6557937264442444,1.4750508069992065,0.0,0.0,192,767
24,1,0.0,3.0103795528411865,0.0,0.0,186,750
24,2,-0.22359703481197357,3.5705583095550537,0.0,0.0,191,789
24,3,-1.542001485824585,3.468362808227539,0.0,0.0,163,716
24,4,0.5930774807929993,3.7490756511688232,0.0,0.0,163,716
24,5,-1.4070252180099487,5.449385166168213,0.0,0.0,175,642
24,6,0.0,8.202193260192871,0.0,0.0,217,571
25,0,0.6557937264442444,1.4750508069992065,0.0,0.0,197,763
25,1,0.0,3.0103795528411865,0.0,0.0,183,752
25,2,-0.22359703481197357,3.5705583095550537,0.0,0.0,192,787
25,3,-1.542001485824585,3.468362808227539,0.0,0.0,158,719
25,4,0.5930774807929993,3.7490756511688232,0.0,0.0,158,719
25,5,-1.4070252180099487,5.449385166168213,0.0,0.0,172,648
25,6,0.0,8.202193260192871,0.0,0.0,226,562
26,0,0.6557937264442444,1.4750508069992065,0.0,0.0,192,768
26,1,0.0,3.0103795528411865,0.0,0.0,184,752
26,2,-0.22359703481197357,3.5705583095550537,0.0,0.0,191,788
26,3,-1.6606169939041138,3.4131598472595215,0.0,0.0,166,716
26,4,0.5930774807929993,3.7490756511688232,0.0,0.0,166,716
26,5,-1.4070252180099487,5.449385166168213,0.0,0.0,178,639
26,6,0.0,8.202193260192871,0.0,0.0,200,588
27,0,0.6557937264442444,1.4750508069992065,0.0,0.0,193,767
27,1,0.0,3.0103795528411865,0.0,0.0,183,753
27,2,-0.22359703481197357,3.5705583095550537,0.0,0.0,191,788
27,3,-1.6606169939041138,3.4131598472595215,0.0,0.0,169,712
27,4,0.5930774807929993,3.7490756511688232,0.0,0.0,169,712
27,5,-1.4070252180099487,5.449385166168213,0.0,0.0,188,629
27,6,0.0,8.202193260192871,0.0,0.0,230,561
28,0,0.6557937264442444,1.4750508069992065,0.0,0.0,195,764
28,1,0.0,3.0103795528411865,0.0,0.0,182,754
28,2,-0.22359703481197357,3.5705583095550537,0.0,0.0,190,788
28,3,-1.6606169939041138,3.4131598472595215,0.0,0.0,156,719
28,4,0.5930774807929993,3.7490756511688232,0.0,0.0,156,719
28,5,-1.4070252180099487,5.449385166168213,0.0,0.0,175,641
28,6,0.2563185393810272,8.198187828063965,0.0,0.0,196,575
29,0,0.6557937264442444,1.4750508069992065,0.0,0.0,195,764
29,1,0.0,3.0103795528411865,0.0,0.0,187,749
29,2,-0.22359703481197357,3.5705583095550537,0.0,0.0,190,788
29,3,-1.6606169939041138,3.4131598472595215,0.0,0.0,158,719
29,4,0.5930774807929993,3.7490756511688232,0.0,0.0,158,719
29,5,-1.4070252180099487,5.449385166168213,0.0,0.0,188,630
29,6,0.0,8.202193260192871,0.0,0.0,218,576
30,0,0.6557937264442444,1.4750508069992065,0.0,0.0,193,766
30,1,0.0,3.0103795528411865,0.0,0.0,183,753
30,2,-0.22359703481197357,3.5705583095550537,0.0,0.0,189,789
30,3,-1.542001485824585,3.468362808227539,0.0,0.0,161,720
30,4,0.47446200251579285,3.765925407409668,0.0,0.0,161,720
30,5,-1.4070252180099487,5.449385166168213,0.0,0.0,180,640
30,6,0.0,8.202193260192871,0.0,0.0,207,579
